Title,Date_of_Release,Genre,Crew_dir,Cast_stars,Plot_summary,Age_of_content,Votes,ImDBRating
Kissebaaz,2019,"Action, Comedy, Crime            ",Annant Jaaitpaal,"Pankaj Tripathi, Rahul Bagga, Anupriya Goenka, Mouli Ganguly","Set in Varanasi, the movie narrates a story of a man (played by Rahul Bagga), who is victim of a plot of a wily narrator.",2,238,4.6
Shirdi Ke Sai Baba,1977,"Biography, Drama            ",Ashok V. Bhushan,"Sudhir Dalvi, Manoj Kumar, Rajendra Kumar, Hema Malini","Pooja lives with her doctor husband and a young son. Her son becomes seriously ill and does not respond to any medication, her husband wants him to be moved to a hospital for further ...                See full summary »",44,238,6.9
Silsila Hai Pyar Ka,1999,"Comedy, Drama, Romance            ",Shrabani Deodhar,"Karisma Kapoor, Chandrachur Singh, Aruna Irani, Shakti Kapoor","Vanshika Mathur (Karishma Kapoor), an orphan who lives with her aunt (Aroona Irani), is a simple middle class girl desperately in search of a job. Eventually she gets a job with Mr. Sinha (...                See full summary »",22,238,2.5
Vijay,1988,"Action, Drama, Romance            ",Yash Chopra,"Anil Kapoor, Rajesh Khanna, Rishi Kapoor, Hema Malini",Vijay is a story about people that are bound by relationships of love and friendship and how they become foes and take up weapons against each other.,33,238,5.5
Dost,1974,Drama            ,ulal Guha,"Dharmendra, Hema Malini, Shatrughan Sinha, Ravindra Kapoor","Maanav is an orphan who was brought up by a Catholic Priest, Father Francis. After completing his M.A. he returns home to Taran Devi and finds out that his mentor his dead. He re-locates to...                See full summary »",47,238,7.0
Ghost,2012,Horror            ,Puja Bedi,"Shiney Ahuja, Sayali Bhagat, Julia Bliss, Kristian Hedegaard-Petersen","A hospital finds itself the victim of a string of gruesome murders. Assigned to the case, Detective Vijay Singh enlists the help of a newly recruited female doctor to solve the seemingly supernatural case.",9,237,2.3
Phool Aur Patthar,1966,"Action, Drama, Romance            ",O.P. Ralhan,"Meena Kumari, Dharmendra, Shashikala, Lalita Pawar",A criminal young man decides to reform himself for a left away widowed woman. But their relationship faces challenges.,55,237,6.3
Khajoor Pe Atke,2018,Comedy            ,Harsh Chhaya,"Vinay Pathak, Suneeta Sengupta, Alka Amin, Manoj Pahwa","Hilarity ensues when a member of the Sharma family tethers between life and death as his relatives from across the country set up camp in Mumbai waiting for the inevitable that seems to have been delayed, indefinitely.",3,235,5.6
Hide & Seek,2010,"Drama, Horror, Thriller            ",Shawn Arranha,"Purab Kohli, Arjan Bajwa, Mrinalini Sharma, Ayaz Khan",Five former friends are abducted and held in a locked mall by a person dressed as Santa Claus.,11,235,4.2
Mirror Game,2017,"Crime, Mystery, Thriller            ",Vijit Sharma,"Parvin Dabas, Dhruv Bali, Pooja Batra, Omi Vaidya","Mirror Game follows University Professor Jay Verma. Stuck in a crumbling marriage and a failing career, Jay seeks a way out of his troubles. Ronnie, an ambitious student, approaches ...                See full summary »",4,234,6.1
Enemmy,2013,"Action, Crime, Drama            ",Ashu Trikha,"Sunil Shetty, Kay Kay Menon, Johnny Lever, Mimoh Chakraborty",Five undercover cops are assigned the task to protect Mumbai city from gang wars.,8,234,5.0
Jaisi Karni Waisi Bharni,1989,"Comedy, Drama            ",Vimal Kumar,"Govinda, Kimi Katkar, Kader Khan, Asrani","Gangaram Verma has worked for the local municipality for several years, and is known in the community for being honest. Contractors' many attempts to bribe him have all been in vain. One of...                See full summary »",32,234,5.6
Gang,2000,"Action, Crime, Drama            ",Mazhar Khan,"Jackie Shroff, Nana Patekar, Kumar Gaurav, Javed Jaffrey","After falling prey to underworld, four friends jeopardize their personal lives with point of no return.",21,234,6.1
Prem,1995,"Action, Drama, Romance            ",Satish Kaushik,"Sanjay Kapoor, Tabu, Deepak Tijori, Dalip Tahil","Sanjay Verma is an eligible young man, who has been having hallucinations of a past life as Shantanu. He travels to a small community and meets with Sonia Verma, and recognizes her as the ...                See full summary »",26,234,4.1
Veeram,2017,"Action, Drama, History            ",Jayaraaj,"Kunal Kapoor, Himarsha Venkatsamy, Aaran, Ketaki Narayan","Veeram is based on the ballads of North Malabar and narrates the tale of the brave and ambitious Kalarippayattu warrior, Chandu, whose story resembles that of William Shakespeare's Macbeth.",4,233,6.4
Prem Deewane,1992,"Action, Comedy, Drama            ","s:Sachin Pilgaonkar, Sachin","Pooja Bhatt, Bharat Bhushan, Kamal Chopra, Prem Chopra","Radha (Pooja Bhatt) and Manohar (Vivek Mushran) love each other and want to get married, but Radha's dad (Ashok Saraf) does not approve of their marriage as Manohar comes from a poor family...                See full summary »",29,233,5.2
Red Swastik,2007,"Crime, Drama, Thriller            ",Vinod Pande,"Sherlyn Chopra, Harsh Chhaya, Deepshikha Nagpal, Deepraj Rana","The police hunt a femme fatale who, after intercourse, brutally murders her lovers and leaves behind a swastika calling card.",14,232,2.9
Aavishkar,1974,"Drama, Romance            ",Basu Bhattacharya,"Rajesh Khanna, Sharmila Tagore, Dina Pathak, Dennis Clement","Amar and Mansi live a rather peaceful and happy married life, that is, until Amar's job in an advertising agency requires him to work closely with beautiful models, which leads to some serious trouble in paradise.",47,232,7.0
Yugpurush: A Man Who Comes Just Once in a Way,1998,Drama            ,Partho Ghosh,"Nana Patekar, Jackie Shroff, Manisha Koirala, Ashwini Bhave","After Anirudh lost his parents in a heavy rain-storm, he loses his senses and withdrew into himself in a catatonic state, and was hospitalized in a mental asylum. After 25 years, Anirudh ...                See full summary »",23,232,6.1
Chor Chor Super Chor,2013,"Comedy, Drama, Thriller            ",Rajesh. K.,"Deepak Dobriyal, Priya Bathija, Anshul Kataria, Paru Uma","In the crowded by lanes of old Delhi, Shukla ji runs a small photo studio as a front for small time crime. Over the years he has groomed a bunch of youngsters in the art of pick pocketing ...                See full summary »",8,231,6.5
Shudra the Rising,2012,History            ,Sanjiv Jaiswal,"Priya Annatram, Habib Azmi, Pravin Baby, Mahesh Balraj",Shudra - The Rising is the story of 250 million people subjugated in war and condemned to slavery and bestial existence for ages. These peace loving and imprudent people of ancient times ...                See full summary »,9,231,6.9
Prem Kaa Game,2010,"Comedy, Drama            ",Ashok Kheny,"Arbaaz Khan, Madhuri Bhattacharya, Tara Sharma, Johnny Lever","After his wife and daughter go to visit relatives, a man decides to have an affair with his attractive neighbor.",11,231,3.4
Krodh,2000,"Action, Comedy, Drama            ",Ashok Honda,"Sunil Shetty, Johnny Lever, Rambha, Apoorva Agnihotri","An overprotective brother, who wants to keep his five sisters safe from the cruel world, faces antagonism from them after they turn against him.",21,231,4.4
Jeevan Mrityu,1970,"Drama, Romance, Thriller            ",Satyen Bose,"Dharmendra, Rakhee Gulzar, Ajit, Kanhaiyalal Chaturvedi","A bank manager is unjustly framed for robbery by his colleagues and imprisoned. After his release, he assumes another identity to exact vengeance.",51,231,7.1
Dushmani: A Violent Love Story,1995,"Action, Drama, Romance            ","s:Sanjay Khanna, Karan Razdan, Bunty Soorma","Sunny Deol, Jackie Shroff, Manisha Koirala, Deepti Naval","In order to settle personal scores; two gang leaders, Jai Singh and Oberoi fight for many years in gang-wars. There enmity multiplies when Jai's younger brother, Suraj falls in love with ...                See full summary »",26,230,4.9
Sameer,2017,Drama            ,akxin Bajrange,"Mohd. Zeeshan Ayyub, Master Shubham Bajrange, Jay Bhatt, Seema Biswas",A young engineering student is forced to help authorities find his roommate after the latter is suspected of masterminding a series of bombings.,4,229,5.3
Loha,1987,"Action, Drama, Thriller            ",Raj N. Sippy,"Dharmendra, Shatrughan Sinha, Karan Kapoor, Jugal Hansraj","Honest and diligent Police Inspector Amar lives a middle-classed lifestyle in Bombay. In his attempt to arrest bandit Sher Singh, he and Inspector Dayal are attacked, Amar survives, but ...                See full summary »",34,229,6.0
Rangeela Raja,2019,Comedy            ,Sikander Bharti,"Govinda, Mishika Chourasia, Karan Aanand, Anupama Agnihotri",A strong career woman changes the life of a business tycoon and upsets his family. His brother attempts to set everything back to normal. Will he succeed?,2,228,2.3
Six X,2016,Drama            ,Chandrakant Singh,"Seema Azmi, Shweta Bhardwaj, Hrishitaa Bhatt, Rashami Desai",Women are supposed to be equal to men yet their sexuality is often ignored in Indian society. This hypocrisy is addressed through the film.,5,228,7.0
Chacha Bhatija,1977,"Action, Comedy, Drama            ",Manmohan Desai,"Dharmendra, Hema Malini, Randhir Kapoor, Yogeeta Bali","Teja's family consists of himself, his wife, Sita, his brother, Shanker, and a son, Sunder. They all live happily. Things take a turn for the worse, when Sita passes away. Teja decides to ...                See full summary »",44,228,5.7
Zindagi 50 50,2013,"Comedy, Drama            ",Rajiv S. Ruia,"Veena Malik, Riya Sen, Rajan Verma, Arya Babbar","Zindagi 50-50 revolves around three different stories . Zindagi means Life - Sometimes it's fun, and sometimes it's a curse - but it's just a point of view. People prays to god for ...                See full summary »",8,227,2.7
Rui Ka Bojh,1997,Drama            ,Subhash Agrawal,"Pankaj Kapur, Reema Lagoo, Raghuvir Yadav","Kishan Shah is a self-respecting, wise old man who has divided his property amongst his family and now lives with his youngest son, Ram Sharan. However he is not able to get along with him and his family for too long.",24,227,7.7
Shab,2017,"Drama, Romance            ",Onir,"Ashish Bisht, Simon Frenay, Areesz Ganddi, Gaurav Nanda","""Shab"" is a story that revolves around multiple characters' search for happiness and love in a complex, unforgiving, and cold city.",4,226,4.3
Baaghi,2000,"Action, Crime, Drama            ",Rajesh Ram Singh,"Sanjay Dutt, Manisha Koirala, Aditya Pancholi, Inder Kumar","Growing up in Mumbai, Surya is in awe of a powerful local gangster and helps out his gang. Soon, he enters into a life of crime where there is no turning back.",21,226,4.2
Dil Pe Mat Le Yaar!!,2000,Drama            ,Hansal Mehta,"Manoj Bajpayee, Tabu, Saurabh Shukla, Aditya Srivastav","Born in Jaunpur, Uttar Pradesh, Ram Saran Pandey, relocates to Bombay, Maharashtra, to improve his lifestyle, leaving behind his mom and dad, Sudama, with a promise to call them to Bombay ...                See full summary »",21,226,5.0
Duniya,1984,"Action, Drama            ",Ramesh Talwar,"Ashok Kumar, Dilip Kumar, Rishi Kapoor, Amrita Singh","Framed for a crime he didn't commit, Mohan Kumar loses his wife, son, and freedom, then he emerges from prison vowing revenge.",37,225,6.9
Aan Milo Sajna,1970,"Drama, Musical, Romance            ",Mukul Dutt,"Rajesh Khanna, Asha Parekh, Vinod Khanna, Rajendranath Malhotra","Widowed and ailing Savitri Choudhury lives a wealthy lifestyle along with her son, Anil, in a palatial mansion in India. She knows that Anil is only waiting for her to die so that he can ...                See full summary »",51,225,6.4
Piya Ka Ghar,1972,"Drama, Family, Musical            ",Basu Chatterjee,"Anil Dhawan, Jaya Bachchan, Asrani, Agha","Malti Shankar lives in a fairly large house in a small town in India with her mom and dad, while her paternal uncle, Gauri Shankar, who has literally brought Malti up, lives in the house ...                See full summary »",49,225,6.7
Prem Pujari,1970,"Action, Drama, Musical            ",v Anand,"Dev Anand, Waheeda Rehman, Shatrughan Sinha, Zaheeda","Ramdev Bakshi is the only son of widower and former Indian Army General Durgaprasad, who has been decorated several times with various medals for bravery shown in the line of duty. Alas ...                See full summary »",51,225,6.9
China Town,1962,"Comedy, Crime, Romance            ",Shakti Samanta,"Shammi Kapoor, Shakila, Helen, Madan Puri",A Darjeeling-based singer is asked to impersonate and take over the life of a Calcutta-based China Town gangster.,59,224,7.1
Achanak,1973,"Crime, Drama            ",Gulzar,"Vinod Khanna, Om Shivpuri, Lily Chakravarty, Farida Jalal",A doctor must operate on a convicted murderer who is destined for the gallows. Running parallel to the medical drama are flashbacks to the events that led the highly-respected army officer to commit murder.,48,224,6.8
Kerry on Kutton,2016,Drama            ,Ashok Yadav,"Bhavana Singh Chauhan, Satyajeet Dubey, Aradhana Jagota, Aditya Kumar","Four teenagers,who live in a town named Baliya, cross paths and eventually move towards criminal activities.",5,223,5.7
Batwara,1989,"Action, Drama            ",J.P. Dutta,"Dharmendra, Vinod Khanna, Dimple Kapadia, Poonam Dhillon","In India circa after the British Rule, there is a princely family consisting of Bade Thakur (Shammi Kapoor), his sons Devan (Vijayendra Ghatge), Vikram Singh (Vinod Khanna), and a third son...                See full summary »",32,223,6.3
Manoranjan,1974,"Comedy, Musical, Romance            ",Shammi Kapoor,"Shammi Kapoor, Sanjeev Kumar, Zeenat Aman, Dev Kumar","After getting fired, a police officer connects with a prostitute he met on the job in a red-light district and sets out to keep her off the streets.",47,223,6.8
Kamla Ki Maut,1989,Drama            ,Basu Chatterjee,"Pankaj Kapur, Supriya Pathak, Roopa Ganguly, Devendra Khandelwal","Kamla Ki Maut is a 1989 Hindi drama film directed by Basu Chatterjee. The film set in Mumbai, deals with issue of love, pre-marital sex and relationships in modern India.",32,222,7.2
